project_number,subproject_number,subproject,report_path,last_modified
1502000,0876,1502000.0876,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0876\IssuedDocuments\Final Report V3 (March 2023)\T+T_2022_IAG-C4191459_Final Report V3.docx,2023-03-02
1502000,0877,1502000.0877,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0877\IssuedDocuments\Final Report\T+T_2022-IAG-Shared Claim_Final Report.docx,2023-01-11
1502000,0878,1502000.0878,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0878\IssuedDocuments\Final Report\T+T_2022_IAG-C4142763_Final Report_7 Holborn Road.docx,2023-01-11
1502000,0879,1502000.0879,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0879\IssuedDocuments\Final Report V2\T+T_2022-IAG-C4151805EQC_Final Report V2.docx,2023-04-13
1502000,0880,1502000.0880,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0880\IssuedDocuments\Draft V2\T+T_2022-IAG-C4159808_Report.docx,2023-03-02
1502000,0881,1502000.0881,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0881\IssuedDocuments\Extra Request\T+T-2022-IAG-C4152071-Report V3.docx,2023-12-19
1502000,0882,1502000.0882,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0882\IssuedDocuments\Final\T+T 2022_IAG_C4196647_Final report_Rev1.docx,2023-02-06
1502000,0883,1502000.0883,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0883\IssuedDocuments\Extra request May 2023\Final Report_V2\T+T_2022-IAG-C4175319_Final Report_V2.docx,2023-08-21
1502000,0884,1502000.0884,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0884\IssuedDocuments\T+T_2022-IAG-C4173212_Report.docx,2023-03-02
1502000,0885,1502000.0885,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0885\IssuedDocuments\Final Report\T+T_2022_IAG-C4187050_Report.docx,2022-12-16
1502000,0886,1502000.0886,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0886\IssuedDocuments\Final report\T+T-2022-IAG-C4192365-Final Report.docx,2022-11-02
1502000,0887,1502000.0887,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0887\IssuedDocuments\Final report\T+T-2022-IAG-8058391-Final report.docx,2022-11-21
1502000,0888,1502000.0888,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0888\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4154577_Final Report V2.docx,2023-01-17
1502000,0889,1502000.0889,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0889\IssuedDocuments\Final Report\T+T_2022-IAG-80068142_Report.docx,2023-02-12
1502000,0890,1502000.0890,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0890\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4162243_Final Report V2.docx,2024-08-04
1502000,0891,1502000.0891,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0891\IssuedDocuments\Final report\T+T-2022-IAG-C4168284-Final report.docx,2022-11-06
1502000,0892,1502000.0892,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0892\IssuedDocuments\Final report\T+T_2022_IAG-C4159386_Final Report.docx,2023-04-12
1502000,0893,1502000.0893,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0893\IssuedDocuments\Additional Request\Supplementary letter Final\T+T_2022-IAG-C0802230_Supplementary_letter_report.docx,2024-05-27
1502000,0895,1502000.0895,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0895\IssuedDocuments\T+T-2022-IAG_C0777648-Final Report Rev1.docx,2023-04-17
1502000,0897,1502000.0897,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0897\IssuedDocuments\T+T_2022-IAG-C4161052_Report_Rev 1.docx,2023-01-22
1502000,0898,1502000.0898,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0898\IssuedDocuments\Final Report\KE_T+T_2022_IAG-C4178671_Final Report.docx,2023-01-11
1502000,0899,1502000.0899,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0899\IssuedDocuments\T+T_2022-IAG-C4195412_Report.docx,2023-02-06
1502000,0901,1502000.0901,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0901\IssuedDocuments\T+T_2022-IAG-C0786603_Report.docx,2023-02-19
1502000,0902,1502000.0902,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0902\IssuedDocuments\Final Report-combined\T+T-2022-C4157735-Final Report combined visits.docx,2023-08-03
1502000,0903,1502000.0903,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0903\IssuedDocuments\T+T_2022-IAG-C4160857_Final Report.docx,2023-11-08
1502000,0904,1502000.0904,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0904\IssuedDocuments\T+T_2022-IAG-C0786034_Report.docx,2022-12-08
1502000,0905,1502000.0905,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0905\IssuedDocuments\Final Report\T+T_2022_IAG-C0800170_Final Report.docx,2022-12-13
1502000,0906,1502000.0906,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0906\IssuedDocuments\Final Report\T+T_2022_IAG-C4194405_Final Report.docx,2023-01-20
1502000,0907,1502000.0907,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0907\IssuedDocuments\Final report\T+T-2022-IAG-C4193016-Final Report.docx,2023-02-01
1502000,0908,1502000.0908,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0908\IssuedDocuments\Draft Report\T+T_2022_IAG-C4194544_Draft Report.docx,2022-11-10
1502000,0909,1502000.0909,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0909\IssuedDocuments\Final Report\T+T_2022_IAG-8065122_Final Report.docx,2022-10-26
1502000,0910,1502000.0910,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0910\IssuedDocuments\Final report\T+T-2022-IAG-C4152676-Final report.docx,2022-11-21
1502000,0912,1502000.0912,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0912\IssuedDocuments\Draft Report\T+T_2022_IAG_C4196426_Report.docx,2023-03-26
1502000,0913,1502000.0913,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0913\IssuedDocuments\2025 update\T+T_2022-IAG-C4174041_Final Report.docx,2025-08-19
1502000,0914,1502000.0914,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0914\IssuedDocuments\Final Report_V1\T+T-2023-IAG-C0787938-Final Report_V1.docx,2023-04-19
1502000,0915,1502000.0915,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0915\IssuedDocuments\Final Report\T+T_2022-IAG-C4195773_Report.docx,2022-11-21
1502000,0916,1502000.0916,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0916\IssuedDocuments\T+T_2022-IAG-C0794003_Report.docx,2022-12-22
1502000,0917,1502000.0917,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0917\IssuedDocuments\Final report\T+T-2022-IAG-C0794636-Final report.docx,2022-12-12
1502000,0918,1502000.0918,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0918\IssuedDocuments\Final Report\T+T_2022-IAG-C0792477_Final Report.docx,2023-01-24
1502000,0919,1502000.0919,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0919\IssuedDocuments\Final report\T+T-2022-IAG-C0779745-Final report.docx,2022-12-04
1502000,0920,1502000.0920,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0920\IssuedDocuments\T+T_2022-IAG-C4157690_Report.docx,2023-01-24
1502000,0921,1502000.0921,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0921\IssuedDocuments\Final Report\T+T_2022-IAG-C4158439_Final Report.docx,2023-03-24
1502000,0923,1502000.0923,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0923\IssuedDocuments\Final Report\T+T_2022-IAG-C4173204_Final Report.docx,2023-04-11
1502000,0924,1502000.0924,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0924\IssuedDocuments\Final report\T+T-2022-IAG-C4167631-Final report.docx,2022-12-01
1502000,0925,1502000.0925,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0925\IssuedDocuments\T+T_2022-IAG-C4158107_Report_Rev 1.docx,2023-01-25
1502000,0926,1502000.0926,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0926\IssuedDocuments\Final report V2\T+T-2022-IAG-C0789090-Final report_V2.docx,2023-05-19
1502000,0929,1502000.0929,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0929\IssuedDocuments\Final report\T+T-2022-IAG-C0794113- Final report.docx,2023-03-09
1502000,0930,1502000.0930,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0930\IssuedDocuments\Final Report\T+T_2022_IAG-C4196379_Report_V2.docx,2022-11-24
1502000,0932,1502000.0932,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0932\IssuedDocuments\T+T_2022-IAG-C4160209_Report.docx,2023-03-06
1502000,0933,1502000.0933,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0933\IssuedDocuments\Final Report\T+T_2022_IAG-C0801221_Final Report.docx,2023-01-10
1502000,0934,1502000.0934,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0934\IssuedDocuments\Extra request\T+T-2022-IAG-C0789285-Final report v2.docx,2023-05-24
1502000,0935,1502000.0935,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0935\IssuedDocuments\Final report\T+T-2022-IAG-C0784641-Final report.docx,2022-12-01
1502000,0937,1502000.0937,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0937\IssuedDocuments\Final\T+T_2022-IAG-C4169099_Report.docx,2023-01-23
1502000,0938,1502000.0938,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0938\IssuedDocuments\Final Report\T+T_2022_IAG_C4154478_Report.docx,2022-11-23
1502000,0940,1502000.0940,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0940\IssuedDocuments\Final\T+T_2022_IAG_C4151275_Final Report.docx,2023-01-17
1502000,0941,1502000.0941,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0941\IssuedDocuments\Extra request\T+T-2022-IAG-C4154441-Final report V2.docx,2023-07-31
1502000,0942,1502000.0942,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0942\IssuedDocuments\Draft\T+T_2022-IAG-C0781300_Report.docx,2023-03-29
1502000,0943,1502000.0943,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0943\IssuedDocuments\Extra request\T+T-2022-IAG-C4186589-Final Report_V2.docx,2023-08-15
1502000,0944,1502000.0944,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0944\IssuedDocuments\Final report\T+T-2022-IAG-C0780158- Final report.docx,2023-01-24
1502000,0945,1502000.0945,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0945\IssuedDocuments\Final report\T+T-2022-IAG-C4152351-Final report.docx,2022-11-22
1502000,0946,1502000.0946,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0946\IssuedDocuments\Final Report - Structural\T+T_2022-IAG-C0782620 BLD_Structural Assessment Report.docx,2025-03-04
1502000,0948,1502000.0948,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0948\IssuedDocuments\T+T_2022-IAG-C0787990_Report.docx,2022-12-21
1502000,0949,1502000.0949,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0949\IssuedDocuments\Final Report\T+T_2022_IAG_C0806885_Report.docx,2022-11-13
1502000,0950,1502000.0950,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0950\IssuedDocuments\Final report\T+T-2022-IAG-C4169314-Final report.docx,2022-11-20
1502000,0951,1502000.0951,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0951\IssuedDocuments\Driveway Report\T+T_2022_IAG_C0784987_Final Driveway Report REV1.docx,2023-12-18
1502000,0952,1502000.0952,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0952\IssuedDocuments\Final Report\T+T_2022_IAG-C0784195_Final Report V2.docx,2023-02-06
1502000,0953,1502000.0953,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0953\IssuedDocuments\Final report\T+T-2022-IAG-C0779500-Final report.docx,2023-02-22
1502000,0954,1502000.0954,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0954\IssuedDocuments\Final report\T+T-2022-IAG-C4157566-Final report.docx,2022-11-30
1502000,0955,1502000.0955,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0955\IssuedDocuments\Final Report\T+T_2022-IAG-8055555_Final Report.docx,2023-01-11
1502000,0956,1502000.0956,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0956\IssuedDocuments\T+T_2022-IAG-C0772220_Report.docx,2023-02-16
1502000,0957,1502000.0957,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0957\IssuedDocuments\Final Report Rev 5\T+T_2022-IAG-C4152018_Final Report rev 5.docx,2024-11-05
1502000,0958,1502000.0958,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0958\IssuedDocuments\Final report\T+T-2022-IAG-8046623-Final report.docx,2023-02-14
1502000,0959,1502000.0959,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0959\IssuedDocuments\T+T_2022-IAG-C4201850_Report.docx,2022-12-11
1502000,0960,1502000.0960,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0960\IssuedDocuments\1502000.0960_78 Old Mill Road_T+T Inspection & Assessment Report.docx,2023-04-03
1502000,0961,1502000.0961,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0961\IssuedDocuments\Final report\T+T-2022-IAG-C0779683-Final Report.docx,2023-04-19
1502000,0963,1502000.0963,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0963\IssuedDocuments\Final Report V3\T+T_2022_IAG-C4142180_Report V3.docx,2023-04-13
1502000,0964,1502000.0964,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0964\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4187376_Report V2.docx,2023-03-12
1502000,0966,1502000.0966,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0966\IssuedDocuments\Final Report\T+T_2022-IAG-C4212294_Final Report.docx,2023-01-10
1502000,0967,1502000.0967,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0967\IssuedDocuments\Final Report V3\T+T_2022_IAG-C0777789_FInal Report V3.docx,2023-05-03
1502000,0968,1502000.0968,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0968\IssuedDocuments\Final report\T+T-2022-IAG-C0795977-Final report.docx,2023-04-17
1502000,0970,1502000.0970,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0970\IssuedDocuments\Final report\T+T-2022-IAG-C4136366-Final report V3.docx,2023-05-10
1502000,0971,1502000.0971,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0971\IssuedDocuments\Final Report v2\T+T_2022_IAG-C0781383_Final Report V2.docx,2023-01-31
1502000,0973,1502000.0973,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0973\IssuedDocuments\Final report\T+T-2022-IAG-C0785986-Final report.docx,2023-01-26
1502000,0974,1502000.0974,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0974\IssuedDocuments\T+T_2022-IAG-C0787995_Report.docx,2023-02-01
1502000,0975,1502000.0975,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0975\IssuedDocuments\Final Report\T+T_2022_IAG-C0807904_Final Report.docx,2023-01-09
1502000,0976,1502000.0976,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0976\IssuedDocuments\T+T_2022-IAG-C4217573_Report.docx,2023-01-22
1502000,0977,1502000.0977,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0977\IssuedDocuments\T+T_2022_IAG-C0800971_Final Report_Rev1.docx,2023-07-02
1502000,0978,1502000.0978,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0978\IssuedDocuments\Final Report 29.5.2025\T+T_2022-IAG-C4152724_Final Report.docx,2025-05-29
1502000,0979,1502000.0979,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0979\IssuedDocuments\Final report\T+T_2022-IAG-C0799337-Final Report.docx,2023-04-19
1502000,0980,1502000.0980,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0980\IssuedDocuments\Final\T+T_2022_IAG_C4157337 - Report.docx,2023-01-27
1502000,0981,1502000.0981,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0981\IssuedDocuments\Final Report\T+T_2022_C4191318_Report.docx,2023-03-24
1502000,0982,1502000.0982,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0982\IssuedDocuments\T+T_2022-IAG-C4217968_Report.docx,2022-12-15
1502000,0983,1502000.0983,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0983\IssuedDocuments\T+T_2022-IAG-C4187051_Draft Report_Rev 1.docx,2022-12-20
1502000,0984,1502000.0984,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0984\IssuedDocuments\Extra request\T+T-2022-IAG-C4157254-ExtraRequest_Final Report.docx,2024-07-17
1502000,0985,1502000.0985,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0985\IssuedDocuments\Final report V2\T+T-2022-IAG-C4216930 & C4152756-Final report V2.docx,2022-12-19
1502000,0986,1502000.0986,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0986\IssuedDocuments\Final report\T+T-2022-IAG-C4209392-Final report.docx,2022-12-19
1502000,0987,1502000.0987,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0987\IssuedDocuments\Final report\T+T-2022-IAG-C0781792-Final report.docx,2023-03-21
1502000,0988,1502000.0988,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0988\IssuedDocuments\Final Report\T+T_2022_IAG-C4218231_Final Report.docx,2023-03-13
1502000,0989,1502000.0989,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0989\IssuedDocuments\Final\T+T_2022-IAG-8057438_Report.docx,2023-01-22
1502000,0990,1502000.0990,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0990\IssuedDocuments\Final report\T+T-2022-IAG-C4199092-Final report.docx,2023-01-24
1502000,0991,1502000.0991,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0991\IssuedDocuments\Final report\T+T-2022-IAG-C4154875-Final report V2.docx,2023-01-17
1502000,0992,1502000.0992,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0992\IssuedDocuments\Final Report\T+T_2022-IAG-C4225310_Final Report.docx,2023-01-13
1502000,0993,1502000.0993,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0993\IssuedDocuments\Final Report\T+T_2022-IAG-C4186633-FinalReport.docx,2023-06-06
1502000,0994,1502000.0994,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0994\IssuedDocuments\T+T_2022-IAG-C0803310_Report.docx,2023-02-08
1502000,0995,1502000.0995,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0995\IssuedDocuments\Final report\T+T-2022-IAG-C4194016-Final report.docx,2023-01-16
1502000,0996,1502000.0996,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0996\IssuedDocuments\T+T_2022-IAG-C4155405_Report.docx,2023-03-29
1502000,0997,1502000.0997,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0997\IssuedDocuments\Final report\T+T-2022-IAG-8057875-Final report.docx,2023-03-29
1502000,0998,1502000.0998,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0998\IssuedDocuments\Final Report\T+T_2022-IAG-C0784366_Final Report..docx,2023-05-12
1502000,0999,1502000.0999,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0999\IssuedDocuments\Final report\T+T-2022-IAG-C0787973-Final report.docx,2023-04-12
1502000,1000,1502000.1000,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1000\IssuedDocuments\Final Report\T+T_2022_IAG-C0784599_Final Report.docx,2023-04-06
1502000,1001,1502000.1001,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1001\IssuedDocuments\Extra Request July 2023\T+T_2022-IAG-C4195573_Report_Rev 1.docx,2023-09-06
1502000,1002,1502000.1002,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1002\IssuedDocuments\Final Report\T+T_2022_IAG_C4222992_Report_Rev1.docx,2022-12-11
1502000,1003,1502000.1003,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1003\IssuedDocuments\Final Report\T+T_2022_IAG-C4225241_Final Report.docx,2023-02-13
1502000,1004,1502000.1004,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1004\IssuedDocuments\Final\T+T_2022-IAG-C4224595_Report.docx,2022-12-13
1502000,1005,1502000.1005,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1005\IssuedDocuments\Final Report\T+T+2022_C0814318_ final report.docx,2022-12-07
1502000,1007,1502000.1007,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.1007\IssuedDocuments\Final Report\T+T_2022_IAG-C4217051_Report.docx,2023-01-27
